60	/	/	PUNCT	_	_	_	_	_	@es1944m-words#@es1944m#43.341#43.997
61	получилось-то	получилось-то	ADV	_	Degree=Pos	_	_	_	@es1944m-words#@es1944m#43.997#44.653
62	/	/	PUNCT	_	_	_	_	_	@es1944m-words#@es1944m#44.653#45.309
63	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@es1944m-words#@es1944m#45.309#45.965
64	удмурт	удмурть	VERB	_	Aspect=Perf|Gender=Masc|Number=Sing|Tense=Past|Variant=Short|VerbForm=Part|Voice=Pass	_	_	_	@es1944m-words#@es1944m#45.965#46.621
65	свободный	свободный	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@es1944m-words#@es1944m#46.621#47.277
66	#смех#	#смех#	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@es1944m-words#@es1944m#47.277#47.933
67	/	/	PUNCT	_	_	_	_	_	@es1944m-words#@es1944m#47.933#48.589
68	блин	блин	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@es1944m-words#@es1944m#48.589#49.245
69	ужас	ужас	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@es1944m-words#@es1944m#49.245#49.91
70	блин	блин	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@es1944m-words#@es1944m#60.679#61.053
71	сложно	сложный	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@es1944m-words#@es1944m#61.053#61.427
72	сказать	сказать	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@es1944m-words#@es1944m#61.427#61.801
73	/	/	PUNCT	_	_	_	_	_	@es1944m-words#@es1944m#61.801#62.175
74	выступать	выступать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@es1944m-words#@es1944m#62.175#62.549
75	так	так	ADV	_	Degree=Pos	_	_	_	@es1944m-words#@es1944m#62.549#62.923
76	же	же	PART	_	_	_	_	_	@es1944m-words#@es1944m#62.923#63.297
77	как	как	SCONJ	_	_	_	_	_	@es1944m-words#@es1944m#63.297#63.671
78	и	и	PART	_	_	_	_	_	@es1944m-words#@es1944m#63.671#64.045
79	всегд…	всегд…	PUNCT	_	_	_	_	_	@es1944m-words#@es1944m#64.045#64.419
80	как	как	SCONJ	_	_	_	_	_	@es1944m-words#@es1944m#64.419#64.793
81	и	и	PART	_	_	_	_	_	@es1944m-words#@es1944m#64.793#65.167
82	везде	везде	ADV	_	Degree=Pos	_	_	_	@es1944m-words#@es1944m#65.167#65.541
83	наверно	наверно	ADV	_	Degree=Pos	_	_	_	@es1944m-words#@es1944m#65.541#65.915
84	/	/	PUNCT	_	_	_	_	_	@es1944m-words#@es1944m#65.915#66.289
85	в	в	ADP	_	_	_	_	_	@es1944m-words#@es1944m#66.289#66.663
86	Таджикистане	Таджикистан	PROPN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@es1944m-words#@es1944m#66.663#67.037
87	/	/	PUNCT	_	_	_	_	_	@es1944m-words#@es1944m#67.037#67.411
88	этот	этот	DET	_	Case=Nom|Gender=Masc|Number=Sing	_	_	_	@es1944m-words#@es1944m#67.411#67.785
89	/	/	PUNCT	_	_	_	_	_	@es1944m-words#@es1944m#67.785#68.159
90	сильная	сильный	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@es1944m-words#@es1944m#68.159#68.533
91	цензура	цензура	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@es1944m-words#@es1944m#68.533#68.907
92	интересно	интересный	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@es1944m-words#@es1944m#68.907#69.294
93	оо	оо	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@es1944m-words#@es1944m#75.141#75.502
94	/	/	PUNCT	_	_	_	_	_	@es1944m-words#@es1944m#75.502#75.863
95	оо	оо	ADV	_	Degree=Pos	_	_	_	@es1944m-words#@es1944m#75.863#76.224
96	/	/	PUNCT	_	_	_	_	_	@es1944m-words#@es1944m#76.224#76.585
97	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@es1944m-words#@es1944m#76.585#76.946
98	с	с	ADP	_	_	_	_	_	@es1944m-words#@es1944m#76.946#77.307
99	разгонов	разгон	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@es1944m-words#@es1944m#77.307#77.668
100	пришли	прийти	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@es1944m-words#@es1944m#77.668#78.029
101	люди	человек	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@es1944m-words#@es1944m#78.029#78.397
102	да	да	CCONJ	_	_	_	_	_	@es1944m-words#@es1944m#80.064#80.438
103	да	да	PART	_	_	_	_	_	@es1944m-words#@es1944m#80.438#80.812
104	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@es1944m-words#@es1944m#80.812#81.186
105	сильно	сильно	ADV	_	Degree=Pos	_	_	_	@es1944m-words#@es1944m#81.186#81.56
106	лунач…	лунач…	PUNCT	_	_	_	_	_	@es1944m-words#@es1944m#81.56#81.934
107	лунатил	лунатить	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@es1944m-words#@es1944m#81.934#82.308
108	/	/	PUNCT	_	_	_	_	_	@es1944m-words#@es1944m#82.308#82.682
109	нет	нет	PART	_	_	_	_	_	@es1944m-words#@es1944m#82.682#83.056
110	/	/	PUNCT	_	_	_	_	_	@es1944m-words#@es1944m#83.056#83.43
111	нуу	ну	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@es1944m-words#@es1944m#83.43#83.804
112	/	/	PUNCT	_	_	_	_	_	@es1944m-words#@es1944m#83.804#84.178
113	ниче	нико	ADV	_	Degree=Pos	_	_	_	@es1944m-words#@es1944m#84.178#84.552
114	/	/	PUNCT	_	_	_	_	_	@es1944m-words#@es1944m#84.552#84.926
115	н…	н…	PUNCT	_	_	_	_	_	@es1944m-words#@es1944m#84.926#85.3
116	пока	пока	ADV	_	Degree=Pos	_	_	_	@es1944m-words#@es1944m#85.3#85.674
117	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@es1944m-words#@es1944m#85.674#86.051
118	ну	ну	PART	_	_	_	_	_	@es1944m-words#@es1944m#88.026#88.284
119	/	/	PUNCT	_	_	_	_	_	@es1944m-words#@es1944m#88.284#88.542
120	смотри	смотреть	VERB	_	Aspect=Imp|Mood=Imp|Number=Sing|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@es1944m-words#@es1944m#88.542#88.8
121	в	в	ADP	_	_	_	_	_	@es1944m-words#@es1944m#88.8#89.058
122	разг..	разг..	PROPN	_	Animacy=Anim|Case=Ins|Gender=Fem|Number=Sing	_	_	_	@es1944m-words#@es1944m#89.058#89.32
123	да	да	CCONJ	_	_	_	_	_	@es1944m-words#@es1944m#89.358#89.723
124	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@es1944m-words#@es1944m#89.723#90.088
125	там	там	ADV	_	Degree=Pos	_	_	_	@es1944m-words#@es1944m#90.088#90.453
126	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@es1944m-words#@es1944m#90.453#90.818
127	там	там	ADV	_	Degree=Pos	_	_	_	@es1944m-words#@es1944m#90.818#91.183
128	да	да	PART	_	_	_	_	_	@es1944m-words#@es1944m#91.183#91.548
129	/	/	PUNCT	_	_	_	_	_	@es1944m-words#@es1944m#91.548#91.913
130	ну	ну	PART	_	_	_	_	_	@es1944m-words#@es1944m#91.913#92.278
131	/	/	PUNCT	_	_	_	_	_	@es1944m-words#@es1944m#92.278#92.643
132	хож…	хож…	PUNCT	_	_	_	_	_	@es1944m-words#@es1944m#92.643#93.008
133	ходил	ходить	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@es1944m-words#@es1944m#93.008#93.373
134	короче	коротко	ADV	_	Degree=Cmp	_	_	_	@es1944m-words#@es1944m#93.373#93.738
135	/	/	PUNCT	_	_	_	_	_	@es1944m-words#@es1944m#93.738#94.103
136	хожу	ходить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@es1944m-words#@es1944m#94.103#94.468
137	хожу	ходить	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@es1944m-words#@es1944m#94.468#94.833
138	/	/	PUNCT	_	_	_	_	_	@es1944m-words#@es1944m#94.833#95.198
139	и	и	CCONJ	_	_	_	_	_	@es1944m-words#@es1944m#95.198#95.563
140	может	мочь	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@es1944m-words#@es1944m#95.563#95.928
141	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@es1944m-words#@es1944m#95.928#96.293
142	опасно	опасно	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@es1944m-words#@es1944m#96.293#96.658
143	короче	короткий	ADV	_	Degree=Cmp	_	_	_	@es1944m-words#@es1944m#96.658#97.023
144	быть	быть	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@es1944m-words#@es1944m#97.023#97.388
145	/	/	PUNCT	_	_	_	_	_	@es1944m-words#@es1944m#97.388#97.753
146	ээ	ээ	INTJ	_	_	_	_	_	@es1944m-words#@es1944m#97.753#98.118
147	/	/	PUNCT	_	_	_	_	_	@es1944m-words#@es1944m#98.118#98.483
148	но	но	CCONJ	_	_	_	_	_	@es1944m-words#@es1944m#98.483#98.848
149	нет	нет	PART	_	_	_	_	_	@es1944m-words#@es1944m#98.848#99.213
150	/	/	PUNCT	_	_	_	_	_	@es1944m-words#@es1944m#99.213#99.578
151	н…	н…	PUNCT	_	_	_	_	_	@es1944m-words#@es1944m#99.578#99.943
152	пока	пока	ADV	_	Degree=Pos	_	_	_	@es1944m-words#@es1944m#99.943#100.308
153	видимо	видимо	ADV	_	Degree=Pos	_	_	_	@es1944m-words#@es1944m#100.308#100.673
154	физического	физический	ADJ	_	Case=Gen|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@es1944m-words#@es1944m#100.673#101.038
155	вреда	вред	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@es1944m-words#@es1944m#101.038#101.403
156	себе	себя	PRON	_	Case=Dat	_	_	_	@es1944m-words#@es1944m#101.403#101.768
157	не	не	PART	_	_	_	_	_	@es1944m-words#@es1944m#101.768#102.133
158	на…	на…	PUNCT	_	_	_	_	_	@es1944m-words#@es1944m#102.133#102.498
159	не	не	PART	_	_	_	_	_	@es1944m-words#@es1944m#102.498#102.863
160	нанесу	нанести	VERB	_	Aspect=Perf|Mood=Ind|Number=Sing|Person=1|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	@es1944m-words#@es1944m#102.863#103.228
161	какого-то	какой-то	DET	_	Case=Gen|Gender=Masc|Number=Sing	_	_	_	@es1944m-words#@es1944m#103.228#103.593
162	кому-то	кто-то	PRON	_	Case=Dat	_	_	_	@es1944m-words#@es1944m#103.593#103.958
163	/	/	PUNCT	_	_	_	_	_	@es1944m-words#@es1944m#103.958#104.323
164	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@es1944m-words#@es1944m#104.323#104.688
165	пока	пока	ADV	_	Degree=Pos	_	_	_	@es1944m-words#@es1944m#104.688#105.053
166	ничё	ниче	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@es1944m-words#@es1944m#105.053#105.418
167	не	не	PART	_	_	_	_	_	@es1944m-words#@es1944m#105.418#105.783
168	делаю	делать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@es1944m-words#@es1944m#105.783#106.148
169	/	/	PUNCT	_	_	_	_	_	@es1944m-words#@es1944m#106.148#106.513
170	#смех#	#смех#	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@es1944m-words#@es1944m#106.513#106.878
171	/	/	PUNCT	_	_	_	_	_	@es1944m-words#@es1944m#106.878#107.243
172	блин	блин	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur	_	_	_	@es1944m-words#@es1944m#107.243#107.608
173	/	/	PUNCT	_	_	_	_	_	@es1944m-words#@es1944m#107.608#107.973
174	о	о	INTJ	_	_	_	_	_	@es1944m-words#@es1944m#107.973#108.338
175	/	/	PUNCT	_	_	_	_	_	@es1944m-words#@es1944m#108.338#108.703
176	вот	вот	PART	_	_	_	_	_	@es1944m-words#@es1944m#108.703#109.068
177	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@es1944m-words#@es1944m#109.068#109.433
178	в	в	ADP	_	_	_	_	_	@es1944m-words#@es1944m#109.433#109.798
179	разго…	разго…	PUNCT	_	_	_	_	_	@es1944m-words#@es1944m#109.798#110.163
180	нет	нет	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@es1944m-words#@es1944m#110.163#110.528
181	/	/	PUNCT	_	_	_	_	_	@es1944m-words#@es1944m#110.528#110.893
182	ладно	ладно	PART	_	_	_	_	_	@es1944m-words#@es1944m#110.893#111.258
183	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@es1944m-words#@es1944m#111.258#111.623
184	ост…	ост…	PUNCT	_	_	_	_	_	@es1944m-words#@es1944m#111.623#111.988
185	/	/	PUNCT	_	_	_	_	_	@es1944m-words#@es1944m#111.988#112.353
186	#смех#	#смех#	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@es1944m-words#@es1944m#112.353#112.718
187	/	/	PUNCT	_	_	_	_	_	@es1944m-words#@es1944m#112.718#113.083
188	что	что	SCONJ	_	_	_	_	_	@es1944m-words#@es1944m#113.083#113.448
189	у	у	ADP	_	_	_	_	_	@es1944m-words#@es1944m#113.448#113.813
190	меня	я	PRON	_	Case=Gen|Number=Sing|Person=1	_	_	_	@es1944m-words#@es1944m#113.813#114.178
191	был	быть	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@es1944m-words#@es1944m#114.178#114.543
192	м…	м…	PUNCT	_	_	_	_	_	@es1944m-words#@es1944m#114.543#114.908
193	/	/	PUNCT	_	_	_	_	_	@es1944m-words#@es1944m#114.908#115.273
194	у	у	ADP	_	_	_	_	_	@es1944m-words#@es1944m#115.273#115.638
195	меня	я	PRON	_	Case=Gen|Number=Sing|Person=1	_	_	_	@es1944m-words#@es1944m#115.638#116.003
196	был	быть	AUX	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@es1944m-words#@es1944m#116.003#116.368
197	момент	момент	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@es1944m-words#@es1944m#116.368#116.733
198	/	/	PUNCT	_	_	_	_	_	@es1944m-words#@es1944m#116.733#117.098
199	когда	когда	SCONJ	_	_	_	_	_	@es1944m-words#@es1944m#117.098#117.463
200	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@es1944m-words#@es1944m#117.463#117.828
201	с	с	ADP	_	_	_	_	_	@es1944m-words#@es1944m#117.828#118.193
202	девушкой	девушка	NOUN	_	Animacy=Anim|Case=Ins|Gender=Fem|Number=Sing	_	_	_	@es1944m-words#@es1944m#118.193#118.558
203	жили	жить	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@es1944m-words#@es1944m#118.558#118.923
204	и	и	PART	_	_	_	_	_	@es1944m-words#@es1944m#118.923#119.288
205	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@es1944m-words#@es1944m#119.288#119.653
206	проснулся	проснуться	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@es1944m-words#@es1944m#119.653#120.018
207	/	/	PUNCT	_	_	_	_	_	@es1944m-words#@es1944m#120.018#120.383
208	и	и	CCONJ	_	_	_	_	_	@es1944m-words#@es1944m#120.383#120.748
209	у	у	ADP	_	_	_	_	_	@es1944m-words#@es1944m#120.748#121.113
210	меня	я	PRON	_	Case=Gen|Number=Sing|Person=1	_	_	_	@es1944m-words#@es1944m#121.113#121.478
211	/	/	PUNCT	_	_	_	_	_	@es1944m-words#@es1944m#121.478#121.843
212	было	быть	VERB	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@es1944m-words#@es1944m#121.843#122.208
213	/	/	PUNCT	_	_	_	_	_	@es1944m-words#@es1944m#122.208#122.573
214	ощущение	ощущение	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@es1944m-words#@es1944m#122.573#122.938
215	что	что	PRON	_	Case=Nom	_	_	_	@es1944m-words#@es1944m#122.938#123.303
216	со	с	ADP	_	_	_	_	_	@es1944m-words#@es1944m#123.303#123.668
217	мной	я	PRON	_	Case=Ins|Number=Sing|Person=1	_	_	_	@es1944m-words#@es1944m#123.668#124.033
218	рядом	рядом	ADV	_	Degree=Pos	_	_	_	@es1944m-words#@es1944m#124.033#124.398
219	какой-то	какой-то	DET	_	Case=Nom|Gender=Masc|Number=Sing	_	_	_	@es1944m-words#@es1944m#124.398#124.763
220	дьявол	дьявол	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@es1944m-words#@es1944m#124.763#125.128
221	спит	спать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@es1944m-words#@es1944m#125.128#125.493
222	/	/	PUNCT	_	_	_	_	_	@es1944m-words#@es1944m#125.493#125.858
223	#смех#	#смех#	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@es1944m-words#@es1944m#125.858#126.223
224	/	/	PUNCT	_	_	_	_	_	@es1944m-words#@es1944m#126.223#126.588
225	секунду	секунда	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@es1944m-words#@es1944m#126.588#126.953
226	/	/	PUNCT	_	_	_	_	_	@es1944m-words#@es1944m#126.953#127.318
227	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@es1944m-words#@es1944m#127.318#127.683
228	такой	такой	DET	_	Case=Ins|Gender=Fem|Number=Sing	_	_	_	@es1944m-words#@es1944m#127.683#128.048
229	ой	а	NOUN	_	Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing	_	_	_	@es1944m-words#@es1944m#128.048#128.413
230	нет	нет	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@es1944m-words#@es1944m#128.413#128.778
231	всё	все	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@es1944m-words#@es1944m#128.778#129.143
232	мне	я	PRON	_	Case=Dat|Number=Sing|Person=1	_	_	_	@es1944m-words#@es1944m#129.143#129.508
233	показ…	показ…	PUNCT	_	_	_	_	_	@es1944m-words#@es1944m#129.508#129.873
234	причудилось	чудиться	VERB	_	Aspect=Perf|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@es1944m-words#@es1944m#129.873#130.238
235	#смех#	#смех#	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@es1944m-words#@es1944m#130.238#130.603
236	но	но	CCONJ	_	_	_	_	_	@es1944m-words#@es1944m#130.603#130.968
237	опас..	опас..	PROPN	_	Animacy=Anim|Case=Ins|Gender=Fem|Number=Sing	_	_	_	@es1944m-words#@es1944m#130.968#131.333
238	опасно	опасно	ADV	_	Degree=Pos	_	_	_	@es1944m-words#@es1944m#131.333#131.698
239	как	как	ADV	_	Degree=Pos	_	_	_	@es1944m-words#@es1944m#131.698#132.063
240	будто	будто	PART	_	_	_	_	_	@es1944m-words#@es1944m#132.063#132.428
241	было	было	AUX	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@es1944m-words#@es1944m#132.428#132.793
