# newdoc
# newpar
# sent_id = 1
# text = 1 #смех# _ _ _ _ _ _ _ @es1944m-words#@es1944m#7.896#8.458 2 / _ _ _ _ _ _ _ @es1944m-words#@es1944m#8.458#9.02 3 ну _ _ _ _ _ _ _ @es1944m-words#@es1944m#9.02#9.582 4 / _ _ _ _ _ _ _ @es1944m-words#@es1944m#9.582#10.144 5 тут _ _ _ _ _ _ _ @es1944m-words#@es1944m#10.144#10.706 6 проблема _ _ _ _ _ _ _ @es1944m-words#@es1944m#10.706#11.268 7 такая _ _ _ _ _ _ _ @es1944m-words#@es1944m#11.
37	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
38	@es1944m-words	@es1944m-words	X	_	Foreign=Yes	_	_	_	SpaceAfter=No
39	#	#	PUNCT	_	_	_	_	_	SpaceAfter=No
40	@es1944m	@es1944m	X	_	Foreign=Yes	_	_	_	SpaceAfter=No
41	#12.954#13.516	#12.954#13.516	X	_	Foreign=Yes	_	_	_	SpacesAfter=\r\n
42	11	11	NUM	_	_	_	_	_	SpacesAfter=\t
43	не	не	PART	_	_	_	_	_	SpacesAfter=\t
44	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
45	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
46	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
47	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
48	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
49	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
50	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
51	@es1944m-words	@es1944m-words	X	_	Foreign=Yes	_	_	_	SpaceAfter=No
52	#	#	PUNCT	_	_	_	_	_	SpaceAfter=No
53	@es1944m	@es1944m	X	_	Foreign=Yes	_	_	_	SpaceAfter=No
54	#13.516#14.078	#13.516#14.078	X	_	Foreign=Yes	_	_	_	SpacesAfter=\r\n
55	12	12	NUM	_	_	_	_	_	SpacesAfter=\t
56	влюбиться	влюбиться	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Mid	_	_	_	SpacesAfter=\t
57	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
58	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
59	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
60	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
61	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
62	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
63	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
64	@es1944m-words	@es1944m-words	X	_	Foreign=Yes	_	_	_	SpaceAfter=No
65	#	#	PUNCT	_	_	_	_	_	SpaceAfter=No
66	@es1944m	@es1944m	X	_	Foreign=Yes	_	_	_	SpaceAfter=No
67	#	#	PUNCT	_	_	_	_	_	SpaceAfter=No
68	14.078#14.64	14.078#14.64	X	_	Foreign=Yes	_	_	_	SpacesAfter=\r\n
69	13	13	NUM	_	_	_	_	_	SpacesAfter=\t
70	в	в	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	SpacesAfter=\t
71	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
72	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
73	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
74	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
75	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
76	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
77	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
78	@es1944m-words	@es1944m-words	X	_	Foreign=Yes	_	_	_	SpaceAfter=No
79	#	#	PUNCT	_	_	_	_	_	SpaceAfter=No
80	@es1944m	@es1944m	X	_	Foreign=Yes	_	_	_	SpaceAfter=No
81	#14.64	#14.64	X	_	Foreign=Yes	_	_	_	SpaceAfter=No
82	#	#	PUNCT	_	_	_	_	_	SpaceAfter=No
83	15.202	15.202	NUM	_	_	_	_	_	SpacesAfter=\r\n
84	14	14	NUM	_	_	_	_	_	SpacesAfter=\t
85	меня	я	PRON	_	Case=Acc|Number=Sing|Person=1	_	_	_	SpacesAfter=\t
86	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
87	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
88	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
89	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
90	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
91	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
92	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
93	@es1944m-words	@es1944m-words	X	_	Foreign=Yes	_	_	_	SpaceAfter=No
94	#	#	PUNCT	_	_	_	_	_	SpaceAfter=No
95	@es1944m	@es1944m	X	_	Foreign=Yes	_	_	_	SpaceAfter=No
96	#	#	PUNCT	_	_	_	_	_	SpaceAfter=No
97	15.202	15.202	NUM	_	_	_	_	_	SpaceAfter=No
98	#15.764	#15.764	X	_	Foreign=Yes	_	_	_	SpacesAfter=\r\n
99	15	15	NUM	_	_	_	_	_	SpacesAfter=\t
100	если	если	SCONJ	_	_	_	_	_	SpacesAfter=\t
101	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
102	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
103	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
104	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
105	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
106	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
107	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
108	@es1944m-words	@es1944m-words	X	_	Foreign=Yes	_	_	_	SpaceAfter=No
109	#	#	PUNCT	_	_	_	_	_	SpaceAfter=No
110	@es1944m	@es1944m	X	_	Foreign=Yes	_	_	_	SpaceAfter=No
111	#	#	PUNCT	_	_	_	_	_	SpaceAfter=No
112	15.764#16.326	15.764#16.326	X	_	Foreign=Yes	_	_	_	SpacesAfter=\r\n
113	16	16	NUM	_	_	_	_	_	SpacesAfter=\t
114	/	/	PUNCT	_	_	_	_	_	SpacesAfter=\t
115	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
116	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
117	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
118	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
119	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
120	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
121	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
122	@es1944m-words	@es1944m-words	X	_	Foreign=Yes	_	_	_	SpaceAfter=No
123	#	#	PUNCT	_	_	_	_	_	SpaceAfter=No
124	@es1944m	@es1944m	X	_	Foreign=Yes	_	_	_	SpaceAfter=No
125	#	#	PUNCT	_	_	_	_	_	SpaceAfter=No
126	16.326#16.888	16.326#16.888	X	_	Foreign=Yes	_	_	_	SpacesAfter=\r\n
127	17	17	NUM	_	_	_	_	_	SpacesAfter=\t
128	#	#	PUNCT	_	_	_	_	_	SpaceAfter=No
129	смех	смех	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	SpaceAfter=No
130	#	#	PUNCT	_	_	_	_	_	SpacesAfter=\t
131	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
132	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
133	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
134	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
135	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
136	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
137	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
138	@es1944m-words	@es1944m-words	X	_	Foreign=Yes	_	_	_	SpaceAfter=No
139	#	#	PUNCT	_	_	_	_	_	SpaceAfter=No
140	@es1944m	@es1944m	X	_	Foreign=Yes	_	_	_	SpaceAfter=No
141	#	#	PUNCT	_	_	_	_	_	SpaceAfter=No
142	16.888#17.45	16.888#17.45	NOUN	_	_	_	_	_	SpacesAfter=\r\n
143	18	18	NUM	_	_	_	_	_	SpacesAfter=\t
144	/	/	PUNCT	_	_	_	_	_	SpacesAfter=\t
145	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
146	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
147	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
148	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
149	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
150	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
151	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
152	@es1944m-words	@es1944m-words	X	_	Foreign=Yes	_	_	_	SpaceAfter=No
153	#	#	PUNCT	_	_	_	_	_	SpaceAfter=No
154	@es1944m	@es1944m	X	_	Foreign=Yes	_	_	_	SpaceAfter=No
155	#	#	PUNCT	_	_	_	_	_	SpaceAfter=No
156	17.45#18.012	17.45#18.012	NUM	_	_	_	_	_	SpacesAfter=\r\n
157	19	19	NUM	_	_	_	_	_	SpacesAfter=\t
158	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	SpacesAfter=\t
159	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
160	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
161	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
162	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
163	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
164	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
165	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
166	@es1944m-words	@es1944m-words	X	_	Foreign=Yes	_	_	_	SpaceAfter=No
167	#	#	PUNCT	_	_	_	_	_	SpaceAfter=No
168	@es1944m#18.012#18.574	@es1944m#18.012#18.574	X	_	Foreign=Yes	_	_	_	SpacesAfter=\r\n
169	20	20	NUM	_	_	_	_	_	SpacesAfter=\t
170	пообщался	общаться	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	SpacesAfter=\t
171	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
172	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
173	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
174	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
175	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
176	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
177	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
178	@es1944m-words	@es1944m-words	X	_	Foreign=Yes	_	_	_	SpaceAfter=No
179	#	#	PUNCT	_	_	_	_	_	SpaceAfter=No
180	@es1944m#18.574#19.136	@es1944m#18.574#19.136	X	_	Foreign=Yes	_	_	_	SpacesAfter=\r\n
181	21	21	NUM	_	_	_	_	_	SpacesAfter=\t
182	со	со	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	SpacesAfter=\t
183	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
184	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
185	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
186	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
187	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
188	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
189	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
190	@es1944m-words	@es1944m-words	X	_	Foreign=Yes	_	_	_	SpaceAfter=No
191	#	#	PUNCT	_	_	_	_	_	SpaceAfter=No
192	@es1944m	@es1944m	X	_	Foreign=Yes	_	_	_	SpaceAfter=No
193	#19.136#19.698	#19.136#19.698	X	_	Foreign=Yes	_	_	_	SpacesAfter=\r\n
194	22	22	NUM	_	_	_	_	_	SpacesAfter=\t
195	мной	я	PRON	_	Case=Ins|Number=Sing|Person=1	_	_	_	SpacesAfter=\t
196	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
197	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
198	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
199	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
200	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
201	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
202	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
203	@es1944m-words	@es1944m-words	X	_	Foreign=Yes	_	_	_	SpaceAfter=No
204	#	#	PUNCT	_	_	_	_	_	SpaceAfter=No
205	@es1944m#19.698#20.26	@es1944m#19.698#20.26	X	_	Foreign=Yes	_	_	_	SpacesAfter=\r\n
206	23	23	NUM	_	_	_	_	_	SpacesAfter=\t
207	/	/	PUNCT	_	_	_	_	_	SpacesAfter=\t
208	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
209	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
210	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
211	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
212	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
213	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
214	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
215	@es1944m-words	@es1944m-words	X	_	Foreign=Yes	_	_	_	SpaceAfter=No
216	#	#	PUNCT	_	_	_	_	_	SpaceAfter=No
217	@es1944m	@es1944m	X	_	Foreign=Yes	_	_	_	SpaceAfter=No
218	#	#	PUNCT	_	_	_	_	_	SpaceAfter=No
219	20.26#20.822	20.26#20.822	NOUN	_	_	_	_	_	SpacesAfter=\r\n
220	24	24	NUM	_	_	_	_	_	SpacesAfter=\t
221	поэтому	поэтому	ADV	_	Degree=Pos	_	_	_	SpacesAfter=\t
222	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
223	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
224	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
225	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
226	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
227	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
228	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
229	@es1944m-words	@es1944m-words	X	_	Foreign=Yes	_	_	_	SpaceAfter=No
230	#	#	PUNCT	_	_	_	_	_	SpaceAfter=No
231	@es1944m	@es1944m	X	_	Foreign=Yes	_	_	_	SpaceAfter=No
232	#20	#20	PROPN	_	Foreign=Yes	_	_	_	SpaceAfter=No
233	.	.	PUNCT	_	_	_	_	_	SpaceAfter=No

# sent_id = 3
# text = 822#21.384 25 / _ _ _ _ _ _ _ @es1944m-words#@es1944m#21.384#21.946 26 #смех# _ _ _ _ _ _ _ @es1944m-words#@es1944m#21.946#22.508 27 / _ _ _ _ _ _ _ @es1944m-words#@es1944m#22.
1	822#21.384	822#21.384	X	_	Foreign=Yes	_	_	_	SpacesAfter=\r\n
2	25	25	NUM	_	_	_	_	_	SpacesAfter=\t
3	/	/	PUNCT	_	_	_	_	_	SpacesAfter=\t
4	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
5	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
6	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
7	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
8	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
9	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
10	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
11	@es1944m-words	@es1944m-words	X	_	Foreign=Yes	_	_	_	SpaceAfter=No
12	#	#	PUNCT	_	_	_	_	_	SpaceAfter=No
13	@es1944m#21.384#21.946	@es1944m#21.384#21.946	X	_	Foreign=Yes	_	_	_	SpacesAfter=\r\n
14	26	26	NUM	_	_	_	_	_	SpacesAfter=\t
15	#	#	PUNCT	_	_	_	_	_	SpaceAfter=No
16	смех	смех	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	SpaceAfter=No
17	#	#	PUNCT	_	_	_	_	_	SpacesAfter=\t
18	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
19	_	_	PUNCT	_	_	_	_	_	SpacesAfter=\t
